Nama Kapal,Eks Nama Kapal,Call Sign,Jenis Kapal,Nama Pemilik,No. Tanda Pendaftaran,Panjang,Lebar,Dalam,LOA,GT,Isi Bersih,Nomor IMO,Tahun Pembuatan
NELLY 89,,YEC4898,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2021 Pst No. 1027/L,24.0,7.5,3.75,26.0,175,53,,2020.0
NELLY 70,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2012 PPm No. 2288/L,79.01,21.95,4.88,82.3,2230,669,,2012.0
NELLY 87,,YDC4505,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2021 Pst No. 758/L,24.6,7.5,3.75,26.0,175,53,9520065,2020.0
NELLY 18,,,Barge,PT PELAYARAN NELLY DWI PUTRI,1998 PPm No. 5/L,43.9,15.25,3.05,43.9,522,157,,1997.0
NELLY 16,,,Barge,PT PELAYARAN NELLY DWI PUTRI,1998 PPm No. 4/L,43.9,15.25,3.05,43.9,522,157,,1997.0
NELLY 85,,YDC4280,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2020 Pst No. 696/L,24.6,7.5,3.75,26.0,179,54,9925849,2020.0
NELLY 65,,YDA6829,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2011 IIa No. 3239/L,20.7,6.5,3.2,22.0,103,31,8670526,2011.0
NELLY 90,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2020 Pst No. 415/L,87.78,27.43,5.49,91.44,3514,1055,,2019.0
NELLY VI,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No.527/L,58.52,17.07,3.66,60.96,979,294,,1997.0
NELLY 83,,YDC4205,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2020 Pst No. 435/L,24.6,7.5,3.75,26.0,179,54,9901879,2018.0
NELLY 81,,YDC4164,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2019 Pst No. 316/L,24.6,7.5,3.75,26.0,179,54,,2018.0
NELLY 88,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2019 Pst No. 208/L,87.78,24.38,5.49,91.44,3146,944,,2019.0
NELLY 79,,YDC4135,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2019 Pst No. 234/L,24.6,7.5,3.75,26.0,179,54,,2018.0
NELLY 84,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,2019 Pst No. 141/L,87.78,25.6,5.49,91.44,3271,982,,2018.0
NELLY 86,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2018 Pst No. 9983/L,87.78,25.6,5.49,91.44,3276,974,,2017.0
NELLY 77,,YDB6786,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2018 Pst No. 35/L,24.6,7.5,3.75,26.0,179,54,,2018.0
NOAH - 13,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2003 IIa No. 2216/L,64.37,18.29,4.27,67.06,1260,378,,1992.0
NELLY 82,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2018 Pst No. 9934/L,87.78,24.38,5.49,91.44,3097,930,,2018.0
SUMBER VIII,,YD4454,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,1982 DDa No. 832/L,21.62,6.52,2.85,23.14,102,61,8826979,1982.0
PUTRI BAHARI,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No. 525/L,63.84,18.3,4.3,66.55,1301,391,,1997.0
NELLY VII,,,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No. 526/L,19.44,7.0,3.21,21.02,113,67,,1996.0
NELLY 9,,YD 4557,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No. 529/L,19.44,7.0,3.33,21.02,113,67,,1996.0
NELLY 28,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No. 534/L,52.65,15.24,3.66,54.86,759,228,,1997.0
SUMBER XV,,,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,1999 RRc No. 557/P,15.05,4.02,1.7,15.05,33,19,,1987.0
NELLY 58,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2008 Ba No.1160/L,87.78,24.38,5.49,91.44,3107,933,,2007.0
NELLY 35,,,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2008 Ba No.1123/L,24.98,8.2,4.0,27.0,183,55,8732192,2007.0
NELLY 50,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2007 PPm No. 617/L,79.01,21.34,4.88,82.3,2118,636,,2006.0
NELLY 50,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2007 PPm No. /L,79.01,21.34,4.88,82.3,2118,636,,2006.0
NELLY 52,MITRA CATRUR 1,,Barge,PT PELAYARAN NELLY DWI PUTRI,2007 PPm No. 688/L,79.01,24.38,4.88,82.3,2426,728,,2007.0
NELLY - 25,,YD6944,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2007 IIa No. 2580/L,22.98,7.0,3.0,23.0,130,39,,2006.0
NELLY - 26,,,Barge,PT PELAYARAN NELLY DWI PUTRI,1998 RRc No. 533/L,64.37,18.25,4.27,67.04,1325,398,,1997.0
NELLY 68,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2011 PPm No. 1829/L,79.01,21.95,4.88,82.3,2171,652,,2011.0
NELLY 37,,YDA6236,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2009 IIa No. 2783/L,24.9,7.5,3.4,26.0,154,47,8736150,2008.0
NELLY 66,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,2011 PPm No. 1752/L,87.78,24.38,5.49,91.44,3145,943,,2011.0
NELLY 55,,YDA6118,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2008 IIk No. 4420/L,27.22,8.1,3.6,29.25,195,59,,2007.0
NELLY 62,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,2011 PPm No. 1571/L,87.78,24.38,5.49,91.44,3145,943,,2009.0
NELLY 78,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2014 PPm No. 3446/L,87.78,27.43,5.49,91.44,3514,1055,,2013.0
NELLY 80,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2014 PPm No. 3564/L,87.78,27.43,5.49,91.44,3514,1055,,2013.0
NOAH - 3002,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2010 Da No. 3821/L,87.78,24.38,5.49,91.44,3141,943,,2008.0
NOAH 3001,,,Deck Barge,PT PELAYARAN NELLY DWI PUTRI,2010 RRc No.874/L,87.78,24.38,5.49,91.44,3117,936,,2007.0
NELLY 72,,,Barge,PT PELAYARAN NELLY DWI PUTRI,2012 PPm No. 2473/L,87.78,24.38,5.49,91.44,3145,944,,2012.0
NELLY 29,,YDA6017,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2007 IIa No. 2639/L,22.82,7.0,3.0,22.82,132,40,9095852,2007.0
NELLY 33,,,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2008 IIa No.2731/L,23.06,7.4,3.3,23.06,142,43,8735637,2007.0
NELLY 31,,YDA6055,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2008 IIa No.2675/L,22.8,7.0,3.0,22.8,134,41,9099987,2007.0
NELLY - 23,,,Tug Boat,PT PELAYARAN NELLY DWI PUTRI,2006 IIa No. 2469/L,20.89,6.7,3.0,20.89,114,35,,2002.0
PANCA NIRWANA I,INTAN KELANA 14,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2010 Pst No. 6144/L,87.86,24.4,5.5,91.52,3141,943,,2005.0
MELAK 1,TEMAN,YD3995,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1951/L,25.07,8.2,3.6,27.0,184,56,,2009.0
KOLAKA 1,,YD3954,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1871/L,28.06,8.6,4.12,30.0,269,81,,2011.0
JENEPONTO 01,,YD 3955,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1872/L,28.06,8.6,4.12,30.0,268,81,,2011.0
FLORES 1,,YDA3153,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2599/L,27.84,8.6,4.2,30.2,263,79,9662784,2012.0
NUNUKAN 1,,YDA 3152,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2512/L,27.84,8.6,4.2,30.2,263,79,9662772,2012.0
NUSA PENINDA 1,,YDA3245,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2622/L,27.84,8.6,4.2,30.2,263,79,,2012.0
AMB CATHERINE 01,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1551/L,87.78,24.38,5.49,91.44,3186,956,,2010.0
AMB THEODORUS 01,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1550/L,87.78,24.38,5.49,91.44,3186,956,,2010.0
AMB LEONARDUS 01,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1873/L,87.78,24.38,5.49,91.44,3136,941,,2011.0
AMB CATHERINE 02,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2133/L,87.78,24.38,5.49,91.44,3112,934,,2011.0
AMB LEONARDUS 02,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2475/L,87.78,24.38,5.49,91.44,3144,944,,2011.0
AMB THEODORUS 03,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2132/L,87.78,24.38,5.49,91.44,3112,934,,2011.0
AMB LEONARDO 01,,,Barge,PT BINTANG SAMUDERA MANDIRI LINES,2011 PPm No. 1541/L,87.78,24.38,5.49,91.44,3186,956,,2010.0
AMPENAN 1,,YDA 3151,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2012 PPm No. 2366/L,27.84,8.6,4.12,30.0,260,78,9650535,2011.0
EQUATOR 30,,YDA6683,Tug Boat,PT BINTANG SAMUDERA MANDIRI LINES,2011 IIk No. 5483/L,26.97,9.0,4.0,29.76,265,80,,2009.0
KSA 64,,,Tug Boat,PT KARTIKA SAMUDERA ADIJAYA,2011 IIk No. 5685/L,24.81,7.1,3.0,25.0,136,41,8352930,2010.0
RMN 3303,,,Deck Barge,PT KARTIKA SAMUDERA ADIJAYA,2009 IIa No. 2794/L,96.62,27.45,6.41,100.65,4272,1282,,2008.0
RMN 376,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2011 Ba No. 2534/L,87.86,24.4,5.5,87.86,3071,921,,2011.0
RMN 381,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2011 Ba No. 2536/L,87.86,24.4,5.5,87.86,3147,944,,2011.0
RMN 382,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2011 Ba No. 2537/L,87.86,24.4,5.5,87.86,3147,944,,2011.0
RMN - 337,,,Deck Barge,PT KARTIKA SAMUDERA ADIJAYA,2005 IIa No.2394/L,87.84,24.4,5.5,87.84,3128,939,,2004.0
RMN - 336,,,Deck Barge,PT KARTIKA SAMUDERA ADIJAYA,2005 IIa No.2393/L,87.84,24.4,5.5,87.84,3128,939,,2004.0
RMN 3302,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2009 IIa No. 2830/L,96.48,25.61,6.41,96.48,4111,1234,,2008.0
RMN 353,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2009 IIk No. 5007/L,87.39,24.4,5.5,87.39,3141,943,,2009.0
RMN 358,,,Barge,PT KARTIKA SAMUDERA ADIJAYA,2010 IIk No. 5139/L,87.86,24.4,5.5,87.86,3141,943,,2009.0
REGAL - 7,,,General Cargo,PT KARTIKA SAMUDERA ADIJAYA,2006 Pst No. 1640/L,23.52,8.0,3.0,23.52,177,53,,1992.0
PACIFIC - 8,,,Deck Barge,PT KARTIKA SAMUDERA ADIJAYA,1999 Pst No. 1641/L,79.01,21.4,4.9,79.01,2129,638,,1996.0
KSA 27,,YDA 6225,Tug Boat,PT KARTIKA SAMUDERA ADIJAYA,2008 IIk No. 4603/L,24.17,7.3,3.15,24.19,152,46,8652380,2008.0
KSA 29,,YDA 6223,Tug Boat,PT KARTIKA SAMUDERA ADIJAYA,2008 IIk No. 4604/L,22.97,7.34,3.2,25.03,143,43,8652392,1993.0
PULAU TIGA 3009,WINBUILD 1448,,Barge,PT PULAU SEROJA JAYA,2010 PPm No. 1170/L,87.84,24.4,5.5,91.5,3131,940,,2009.0
BOMAS TIARA,,YD3654,Tug Boat,PT PULAU SEROJA JAYA,2022 PPm No. 6559/L,24.05,8.0,3.65,26.0,206,62,9545326,2008.0
PULAU JAYA 350 3,,,Deck Barge,PT PULAU SEROJA JAYA,2009 Pst No. 5610/L,102.41,30.48,6.71,106.68,5609,1683,,2008.0
PULAU TIGA 3803,,,Barge,PT PULAU SEROJA JAYA,2022 PPm No. 6412/L,110.86,30.48,8.53,115.82,7662,2299,,2021.0
SM LIBERTY,NAGATO,PNET,Tug Boat,PT PULAU SEROJA JAYA,2009 PPm No. 1090/L,28.9,9.0,5.9,30.01,368,111,9263019,2006.0
CREST OMEGA 1,,YDA4921,Tug Boat,PT PULAU SEROJA JAYA,2011 Ba No. 2571/L,29.92,9.2,4.5,32.0,287,87,9468243,2007.0
CREST OMEGA 2,,YDA4922,Tug Boat,PT PULAU SEROJA JAYA,2012 Ba No. 2675/L,29.92,9.2,4.5,32.0,287,87,9468255,2007.0
PULAU TIGA 3802,,,Barge,PT PULAU SEROJA JAYA,2021 PPm No. 6088/L,110.86,30.48,8.53,115.82,7662,2299,,2020.0
PULAU TIGA 3101,,,Deck Barge,PT PULAU SEROJA JAYA,2020 Ba No. 6225/L,90.72,27.45,6.1,94.5,4102,1230,,2019.0
SM KARYA,,YDA4453,Tug Boat,PT PULAU SEROJA JAYA,2009 Ba No.1500/L,26.04,8.6,4.3,28.05,249,75,,2008.0
PULAU TIGA 330-23,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No.1350/L,96.56,27.43,6.1,100.58,4336,1301,,2007.0
PULAU TIGA 330-22,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No.1349/L,96.56,27.43,6.1,100.58,4336,1301,,2007.0
BOMAS CEMERLANG,,YDA4419,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1348/L,25.07,8.2,3.6,27.0,180,54,,2007.0
BOMAS VICTORY,,YDA4425,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1347/L,28.61,9.0,4.0,31.0,299,90,9505730,2007.0
BOMAS SEGARA,BOMAS MURNI,YDA 4345,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1137/L,25.07,8.2,3.6,27.0,177,54,9461788,2006.0
BOMAS LESTARI,,YD 4335,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1118/L,26.04,8.6,4.3,28.05,249,75,,2007.0
BOMAS GENIUS,,YD4334,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No. 1107/L,26.04,8.6,4.3,28.05,249,75,9483607,2007.0
PULAU TIGA 338,,,Barge,PT PULAU SEROJA JAYA,2006 Ba No. 678/L,98.36,27.4,6.1,102.48,4358,1308,,2005.0
BOMAS ABADI,,YDA4098,Tug Boat,PT PULAU SEROJA JAYA,2005 Ba No.560/L,25.27,8.7,4.52,25.27,265,80,,1995.0
BOMAS KARYA,TARUMI MARU NO. 2,YDA4105,Tug Boat,PT PULAU SEROJA JAYA,2005 Ba No. 553/L,26.88,9.0,3.8,28.15,281,85,8720369,2002.0
BOMAS MULIA,PROFIT MARINE - 9,,Passenger,PT PULAU SEROJA JAYA,2001 DDa No. 1613/L,21.17,7.0,3.02,21.17,104,62,,1990.0
BOMAS PRIMA,KENCANA -I,YHEA,Tug Boat,PT PULAU SEROJA JAYA,2002 Ba No. 06/L,35.98,8.9,4.7,37.9,434,131,13961188,1992.0
BOMAS POTENZA,,YDB 4537,Tug Boat,PT PULAU SEROJA JAYA,2014 Pst No. 8446/L,27.23,9.0,4.16,29.5,251,76,9616149,2010.0
WINBUILD 1573,,,Deck Barge,PT PULAU SEROJA JAYA,2014 Pst No. 8447/L,106.8,28.04,6.93,111.25,5241,1573,,2013.0
PULAU TIGA 3006,,,Barge,PT PULAU SEROJA JAYA,2006 Ba No. 753/L,87.84,24.0,6.0,91.5,3310,993,,2003.0
TW MAPLE,,YDA4717,Tug Boat,PT PULAU SEROJA JAYA,2010 Pst No. 6542/L,27.77,9.0,4.16,29.5,250,75,9572939,2008.0
WINBUILD 1432,,,Deck Barge,PT PULAU SEROJA JAYA,2010 Pst No. 6543/L,106.8,28.04,6.93,111.25,5260,1578,,2009.0
SM 350,,,Barge,PT PULAU SEROJA JAYA,2009 Ba No. 1484/L,102.41,30.48,6.41,106.68,5303,1591,,2007.0
SM SEDAYU,BINGO MARU,YD3586,Tug Boat,PT PULAU SEROJA JAYA,2009 PPm No. 1034/L,28.8,9.0,4.8,30.0,331,100,8864244,2003.0
PULAU JAYA 330-1,,,Barge,PT PULAU SEROJA JAYA,2010 PPm No. 1177/L,96.56,27.43,6.1,100.58,4336,1301,,2009.0
BOMAS EXPANDER,CREST OMEGA 3,YDB 4180,Tug Boat,PT PULAU SEROJA JAYA,2013 Ba No. 3263/L,29.93,9.2,4.5,32.0,276,83,9560584,2008.0
BOMAS IMPRESA,,YDA3661,Tug Boat,PT PULAU SEROJA JAYA,2014 Ba No. 4122/L,27.44,9.0,4.16,29.5,251,76,9572991,2010.0
BOMAS PROFIT,,YDA 4285,Tug Boat,PT PULAU SEROJA JAYA,2007 Ba No.1015/L,27.31,9.0,4.16,29.5,225,68,9449663,2006.0
BOMAS MULIA,TONG HUAT,YD4837,Tug Boat,PT PULAU SEROJA JAYA,2002 Ba No. 11/L,26.84,8.5,3.9,29.27,258,78,7016773,1990.0
BOMAS SETIA,,YD.4926,Tug Boat,PT PULAU SEROJA JAYA,2003 Ba No.196/L,29.88,9.0,3.8,32.25,294,89,,1998.0
PULAU TIGA 3509,,,Barge,PT PULAU SEROJA JAYA,2006 Ba No.827/L,102.33,30.48,6.4,102.33,5306,1592,,2006.0
WINBUILD 318,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No.1007/L,96.48,27.4,6.1,100.5,4138,1242,,2004.0
PULAU TIGA 3005,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No.961/L,87.86,24.4,5.5,91.5,3147,945,,2004.0
PROFIT GENIUS,,YDA 4256,Tug Boat,PT PULAU SEROJA JAYA,2007 Ba No.944/L,24.32,7.92,3.5,26.0,177,54,9178264,1997.0
WIN BUILD 368,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No.943/L,106.8,28.05,6.93,111.25,5354,1606,,2006.0
BOMAS SURYA,MUKO MARU NO.8,YGUP,Tug Boat,PT PULAU SEROJA JAYA,2007 Ba No.925/L,30.01,9.6,5.8,31.51,445,134,8961896,2000.0
PULAU TIGA 3308,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No.923/L,96.99,28.0,6.9,96.99,4398,1320,,2006.0
PULAU TIGA 3708,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No.922/L,108.56,28.04,6.93,108.56,5390,617,,2006.0
PULAU JAYA 336-1,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No.1175/L,98.38,28.06,6.71,102.48,4876,1463,,2007.0
WINBUILD369,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No.1174/L,106.8,28.04,6.93,111.25,5338,1602,,2007.0
PULAU TIGA 3456,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No.1173/L,100.95,27.43,6.4,105.16,4408,1323,,2007.0
BOMAS SEDAYU,,YDA4477,Tug Boat,PT PULAU SEROJA JAYA,2009 Ba No. 1496/L,28.61,9.0,4.0,28.61,299,90,9562946,2008.0
BOMAS SENTOSA,,YDA 4471,Tug Boat,PT PULAU SEROJA JAYA,2009 Ba No.1474/L,27.52,9.0,4.16,27.52,250,75,9509736,2007.0
BOMAS GLORY,,,Tug Boat,PT PULAU SEROJA JAYA,2009 Ba No.1441/L,28.61,9.0,4.0,31.0,299,90,,2007.0
BOMAS PROGRESS,,YD3879,Tug Boat,PT PULAU SEROJA JAYA,2011 Ba No. 2281/L,28.15,9.0,4.3,30.0,280,84,,2010.0
PULAU TIGA 3801,,,Barge,PT PULAU SEROJA JAYA,2014 Ba No. 4078/L,111.19,30.48,7.32,115.82,5491,1648,,2013.0
PULAU TIGA 366,WINBUILD 1416,,Barge,PT PULAU SEROJA JAYA,2011 Ba No. 2329/L,106.8,28.04,6.93,106.8,5248,1574,,2008.0
PULAU TIGA 345,,,Barge,PT PULAU SEROJA JAYA,2009 PPm No. 990/L,100.95,27.43,6.1,105.16,4575,1373,,2007.0
SM JAYA,MUKO MARU,YD3560,Tug Boat,PT PULAU SEROJA JAYA,2010 PPm No. 969/L,28.8,9.0,4.8,30.0,323,97,,1998.0
BOMAS EXPLORER,,YDB 4916,Tug Boat,PT PULAU SEROJA JAYA,2017 Ba No. 4775/L,27.6,8.6,4.2,30.2,266,80,9767132,2015.0
BOMAS CAHAYA,,YD 3591,Tug Boat,PT PULAU SEROJA JAYA,2009 PPm No. 991/L,28.61,9.0,4.0,31.0,299,90,9563718,2008.0
BOMAS SEJATI,CHIYO MARU No. 3,YD 3273,Tug Boat,PT PULAU SEROJA JAYA,2006 PPm No. 516/L,22.61,8.0,2.9,22.61,156,47,8730821,1988.0
BOMAS GRACIA,,PNFT,Tug Boat,PT PULAU SEROJA JAYA,2010 PPm No. 1168/L,28.78,9.5,4.2,28.78,316,95,,2008.0
PULAU TIGA 365,SM 365,,Barge,PT PULAU SEROJA JAYA,2009 PPm No. 989/L,106.8,28.04,6.93,106.8,5260,1578,,2008.0
DELTA CAHAYA 8,,YD 6956,Tug Boat,PT PULAU SEROJA JAYA,2007 IIk No. 3972/L,26.21,8.1,3.4,26.21,207,63,9098141,2006.0
WINBUILD 310,,,Barge,PT PULAU SEROJA JAYA,2005 PPm No. 474/L,87.84,24.4,6.0,91.5,3310,993,,2001.0
PULAU TIGA 3007,,,Deck Barge,PT PULAU SEROJA JAYA,2008 Pst No. 5200/L,87.86,24.4,5.5,87.86,3147,945,,2004.0
PROFIT LEGEND THREE,,YDA 44385,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1283/L,24.25,8.0,3.65,26.0,196,59,9340829,2004.0
BOMAS STAR,,YD 4384,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1284/L,25.07,8.2,3.6,27.0,180,54,9407691,2005.0
BOMAS GEMILANG,isuzu Maru no.2,YDA4398,Tug Boat,PT PULAU SEROJA JAYA,2008 Ba No.1285/L,26.04,7.0,3.0,29.0,146,44,8746698,1988.0
PULAU TIGA 3457,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No. 1322/L,100.85,27.43,6.4,100.85,4408,1323,,2007.0
PULAU TIGA 3021,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No. 1375/N,87.84,24.4,5.5,91.5,3146,944,,2007.0
PULAU TIGA 330,,,Barge,PT PULAU SEROJA JAYA,2009 Ba No. 1497/L,96.56,27.43,6.1,96.56,4344,1304,,2008.0
WINBUILD 358,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No. 1014/L,102.41,30.48,6.41,106.68,5309,1593,,2006.0
PULAU TIGA 3016,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No. 1017/L,87.78,24.38,5.49,87.78,3142,943,,2007.0
PULAU TIGA 3405,,,Barge,PT PULAU SEROJA JAYA,2007 Ba No. 1040/L,100.95,27.43,6.4,105.16,4408,1323,,2007.0
BOMAS SATRIA,,YDA4325,Tug Boat,PT PULAU SEROJA JAYA,2007 Ba No. 1067/L,26.04,8.6,4.3,26.04,254,77,,2007.0
BOMAS CERIA,Fuji No.3,YDA4326,Tug Boat,PT PULAU SEROJA JAYA,2007 Ba No.1078/L,30.4,9.0,5.5,31.67,351,106,8961858,2000.0
WINBUILD 345,RMN 3451,,Barge,PT PULAU SEROJA JAYA,2007 Ba No. 1079/L,100.95,27.43,6.4,105.16,4408,1323,,2007.0
PULAU TIGA 3459,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No. 1096/L,100.95,27.43,6.4,105.16,4385,1316,,2007.0
PULAU TIGA 3017,,,Barge,PT PULAU SEROJA JAYA,2008 Ba No. 1097/L,87.78,24.38,5.49,87.78,3142,943,,2007.0
BOMAS JAYA,HOKIE MARU II,YD4759,Tug Boat,PT PULAU SEROJA JAYA,2001 Pst No. 2377/L,27.24,8.0,3.8,27.24,211,64,7856276,1990.0
BOMAS GOLD,,,Tug Boat,PT PULAU SEROJA JAYA,2004 IIk No. 3413/L,29.32,8.59,4.5,33.92,271,82,8737972,1990.0
BOMAS REGULUS,MT REGULUS,YDA 4916,Tug Boat,PT PULAU SEROJA JAYA,2011 Ba No. 2508/L,27.52,9.0,4.16,29.5,253,76,,2009.0
